DT ENTREGA;ABERTURA CH;CHAMADO ORACLE;OCORRÊNCIA;CONCESSIONÁRIA;CÓD.;CIDADE;UF;CTE CEVA;CIA;TRANSPORTADORA;NOTA FISCAL;VOLUME;RESSALVA; RETORNO DO PARCEIRO;AÇÃO SIT ;PRAZO FINAL;STATUS FINAL;STATUS DO CHAMADO ;VENCIMENTO;ACOMPANHAMENTO EXTRAVIO;OBSERVAÇÃO;TEMPO EM ABERTO;REGIÃO;Aging
12/06/2026;24/06/2026;260624-000289;EXTRAVIO ;MAPI (LAVRAS);C59;LAVRAS;MG;709682;SCB01;XD MINAS;14366497;8678207;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;01/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
21/05/2026;25/06/2026;260625-000222;EXTRAVIO ;AUTOMEC (AMERICANA);M93;AMERICANA;SP;696599;SCB01;ALFA;14219419 / 14219970;85048610 / 8119567;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
25/06/2026;25/06/2026;260625-000179;EXTRAVIO ;ABSOLUTA (SANTOS);J07;PRAIA GRANDE;SP;712813;SCB01;XD DIADEMA;14410081;8856887 / 8856888;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;02/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
23/06/2026;25/06/2026;260625-000163;EXTRAVIO ;SABENAUTO (DUQUE DE CAXIAS);U09;DUQUE DE CAXIAS;RJ;711878;SCB01;CAMILO;14399238;8822775;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
24/06/2026;25/06/2026;260625-000091;EXTRAVIO ;CODIVE (VINHEDO);K95;VINHEDO;SP;712550;SCB01;XD DIADEMA;14404150;8835139;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
24/06/2026;25/06/2026;260625-000090;EXTRAVIO ;CODIVE (VINHEDO);K95;VINHEDO;SP;712550;SCB01;XD DIADEMA;14404152;8835585;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
24/06/2026;25/06/2026;260625-000088;EXTRAVIO ;CODIVE (VINHEDO);K95;VINHEDO;SP;712550;SCB01;XD DIADEMA;14404148;8835139;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
24/06/2026;25/06/2026;260625-000086;EXTRAVIO ;CODIVE (VINHEDO);K95;VINHEDO;SP;712550;SCB01;XD DIADEMA;14404151;8835139;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
21/07/2026;25/06/2026;260625-000075;EXTRAVIO ;JAVEP (JAU);C14;JAU;SP;711737;SCB01;ALFA;14397027;8789633;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
03/03/2026;25/06/2026;260625-000060;EXTRAVIO ;ELDORADO (MACAPA);E01;MACAPA ;AP;673223;SCB01;NORTEX;13907242 / 13907241;6922571;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
16/06/2026;25/06/2026;260625-000414;EXTRAVIO ;TIGRAO (JI-PARANA);T89;JI PARANA;RO;709226;SCB01;CARVALIMA;14357943;8644012;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
17/06/2026;25/06/2026;260625-000289;EXTRAVIO ;PRIMARCA (ENPV BARALDI);P71;SAO PAULO;SP;711106;SCB01;XD DIADEMA;14389432;8780812;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
17/06/2026;25/06/2026;260625-000286;EXTRAVIO ;VIAMAR (PEREIRA BARRETO);B68;SAO PAULO;SP;711120;SCB01;XD DIADEMA;14389407;8780793;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
15/06/2026;25/06/2026;260625-000273;EXTRAVIO ;TUDO (GOIANIA);S16;APARECIDA DE GOIANIA;GO;239085;GRU01;RIO VERMELHO;1320027;2451467;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/02/2026;25/06/2026;260625-000236;EXTRAVIO ;AUTOMEC (AMERICANA);M93;AMERICANA;SP;674752;SCB01;ALFA;13942864 / 13945381 / 13945382;7076720 / 7079724;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
26/02/2026;25/06/2026;260625-000227;EXTRAVIO ;AUTOMEC (AMERICANA);M93;AMERICANA;SP;674555;SCB01;ALFA;13941634;Validar com o Vitor;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;02/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
11/06/2026;26/06/2026;260626-000153;EXTRAVIO ;TUDO (GOIANIA);S16;GOIANIA;GO;707680;SCB01;RIO VERMELHO;14348540;8607529;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
25/06/2026;26/06/2026;260626-000144;EXTRAVIO ;TUDO (GOIANIA);S16;GOIANIA;GO;712088;SCB01;XD DIADEMA;14401813; 8833858 / 8833859 / 8833860;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
25/06/2026;26/06/2026;260626-000140;EXTRAVIO ;TUDO (GOIANIA);S16;GOIANIA;GO;711815;SCB01;XD DIADEMA;14398477;8819311 /8813257;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
25/06/2026;26/06/2026;260626-000125;EXTRAVIO ;TUDO (GOIANIA);S16;GOIANIA;GO;712367;SCB01;XD DIADEMA;14406578;8846302;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
25/06/2026;26/06/2026;260626-000124;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;712229;SCB01;OPERAÇÃO SOR;14401156;8822876;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
25/06/2026;26/06/2026;260626-000119;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;712229;SCB01;OPERAÇÃO SOR;14399360;8822849;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
25/06/2026;26/06/2026;260626-000111;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;712229;SCB01;OPERAÇÃO SOR;14400760;8828892;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
25/06/2026;26/06/2026;260626-000107;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;712229;SCB01;OPERAÇÃO SOR;14398958;0008822616_008822617;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
25/06/2026;26/06/2026;260626-000005;EXTRAVIO ;NOVA (SANTO AMARO);N09;SAO PAULO;SP;713077;SCB01;XD DIADEMA;14412638;8856408;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
26/06/2026;27/06/2026;260627-000033;EXTRAVIO ;TUDO (GOIANIA);S16;GOIANIA;GO;712427;SCB01;XD DIADEMA;14407178;8662263;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
26/06/2026;27/06/2026;260627-000030;EXTRAVIO ;TUDO (GOIANIA);S16;GOIANIA;GO;712725;SCB01;XD DIADEMA;14403145;8834214;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;27/06/2026;260627-000026;EXTRAVIO ;TUDO (GOIANIA);S16;GOIANIA;GO;712809;SCB01;XD DIADEMA;14412035;8867960 / 8868218 /8868424 / 8868651 / 8868652;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
25/06/2026;27/06/2026;260627-000002;EXTRAVIO ;CARRERA (OSASCO);J63;OSASCO;SP;713056;SCB01;XD DIADEMA;14409248;8855262 - 8855263;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
25/06/2026;27/06/2026;260627-000001;EXTRAVIO ;CARRERA (OSASCO);J63;OSASCO;SP;713056;SCB01;XD DIADEMA;14408549;8855055- 8855056- 8855057- 8855058;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
25/06/2026;26/06/2026;260626-000427;EXTRAVIO ;METRONORTE (SAO JOSE);X50;SÃO JOSE;SC;713138;SCB01;OPERAÇÃO SOR;14363015;8660631;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sul;Dia a Dia
26/06/2026;26/06/2026;260626-000422;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712416;SCB01;XD DIADEMA;14407848;8844922;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;03/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000420;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712416;SCB01;XD DIADEMA;14408123;8846342,8846343,8846344,8846345, 8846346,8846397,8846348,8846349,88449,8844921;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;03/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000419;EXTRAVIO ;COTAC (SUZANO);Y21;MOGI DAS CRUZES;SP;713270;SCB01;XD DIADEMA;14414396 / 14414398 / 14417602;8875289 / 8888137 / 8888138 / 8870658 / 8870659 / 8870664 / 8870849;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
26/06/2026;26/06/2026;260626-000416;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712416;SCB01;XD DIADEMA;14407293;8846095;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000411;EXTRAVIO ;VIGORITO (ABC);E92;SANTO ANDRE;SP;713401;SCB01;XD DIADEMA;14403614;8840367;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
26/06/2026;26/06/2026;260626-000394;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712355;SCB01;XD DIADEMA;14405322;8625687;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000392;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712355;SCB01;XD DIADEMA;14406445;8845528;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000391;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712355;SCB01;XD DIADEMA;14406891;8845007;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000390;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14402042;8834206;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;03/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000388;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14402250;8834203;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;03/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000369;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14402160;8834205;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;03/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000368;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14402209;8834204;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;03/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000364;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14402270;8834063;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000362;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14402434; 0008834029 / 0008834031;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000360;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14398341;8826258;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;FINALIZADO COMO RESOLVIDO;03/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000357;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14399545;0008819683 / 0008819684;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000356;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14396643;0008807313 / 0008808104;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000347;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;712077;SCB01;XD DIADEMA;14399545;8789350;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;26/06/2026;260626-000338;EXTRAVIO ;CODIVE (CAMPINAS);K15;CAMPINAS;SP;713517;SCB01;XD DIADEMA;14418813;8887423;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
10/06/2026;26/06/2026;260626-000332;EXTRAVIO ;VIGORITO (ABC);E92;SAO PAULO;SP;709112;SCB01;XD DIADEMA; 14360554 e 14359647;8654234, 8654235, 8654236 e 8657876;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
23/06/2026;26/06/2026;260626-000327;EXTRAVIO ;GUIAUTO (IPATINGA);D03;PONTE NOVA ;MG;711838;SCB01;XD MINAS;14393513;8795644;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
18/06/2026;26/06/2026;260626-000310;EXTRAVIO ;MCV (CARATINGA);C78;CARATINGA;MG;710671;SCB01;XD MINAS;14381317;8739910;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
26/06/2026;26/06/2026;260626-000303;EXTRAVIO ;SABENAUTO (DUQUE DE CAXIAS);U09;DUQUE DE CAXIAS;RJ;712248;SCB01;OPERAÇÃO SOR;14398617;8822310;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
09/06/2026;26/06/2026;260626-000222;EXTRAVIO ;VIGORITO (ABC);E92;SÃO PAULO;SP;709419;SCB01;XD DIADEMA;14367606, 14364508, 14367609 e 14367358;8680336, 8664397, 8680986 e 8680709.;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
09/06/2026;26/06/2026;260626-000220;EXTRAVIO ;VIGORITO (ABC);E92;SÃO PAULO;SP;710017;SCB01;XD DIADEMA;14371962;8696270;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA PARA DIADEMA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
09/06/2026;26/06/2026;260626-000219;EXTRAVIO ;VIGORITO (ABC);E92;SÃO PAULO;SP;238557;GRU01;XD DIADEMA;1318454 e 1318413;2422268, 2422231, 2422232 e 2422233;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA PARA DIADEMA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
10/06/2026;26/06/2026;260626-000218;EXTRAVIO ;VIGORITO (ABC);E92;SÃO PAULO;SP;239182;SCB01;XD DIADEMA;1320229;2457153;SIM;27/06/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA PARA DIADEMA;CARTA ENVIADA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
;27/06/2026;260627-000074;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;712092;SCB01;CARVALIMA;14402092;8833984;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
06/07/2026;27/06/2026;260627-000075;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;712321;SCB01;CARVALIMA;14403599;8840540;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;ENVIAR CARTA;03/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/06/2026;29/06/2026;260629-000005;EXTRAVIO ;NOVA (BELEM) - PECAS;N43;SAO BERNARDO DO CAMPO;SP;713537;SCB01;XD DIADEMA;14419057;8888089;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;06/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
;29/06/2026;260629-000162;EXTRAVIO ;METRONORTE (AV JK);L56;LONDRINA;PR;714083;SCB01;OPERAÇÃO SOR;14365746;8668580;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;06/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sul;Dia a Dia
29/06/2026;29/06/2026;260629-000238;EXTRAVIO ;SABENAUTO (DPEC FECHADO BRASILIA);T94;BRASILIA;DF;711810;SCB01;RIO VERMELHO;14398479;8820063;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;06/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
29/06/2026;29/06/2026;260629-000257;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;712976;SCB01;OPERAÇÃO SOR;14410824;8679141;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;06/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
29/06/2026;29/06/2026;260629-000262;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;712976;SCB01;OPERAÇÃO SOR;14408953;8855773;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;06/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
05/03/2026;29/06/2026;260629-000343;EXTRAVIO ;NOVA (CAMPINAS) PEÇAS;C04;CAMPINAS;SP;233823;GRU01;XD DIADEMA;1300333;26347695;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;06/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
03/06/2026;30/06/2026;260630-000003;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;239010;GRU01;XD MINAS;1319813 / 1319829;2444735 / 2444904;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;07/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
03/06/2026;30/06/2026;260630-000004;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;708374;SCB01;XD MINAS;14356748 / 14356822 / 14356839;8638680 8638759;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;07/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
01/06/2026;30/06/2026;260630-000005;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;707099;SCB01;XD MINAS;14339649;8572720;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;07/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
02/06/2026;30/06/2026;260630-000006;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;707834;SCB01;XD MINAS;14348295;8605739 8605740;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;07/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
02/06/2026;30/06/2026;260630-000008;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;707415;SCB01;XD MINAS;14340995;8547663;SIM;01/07/2026 - NOTIFICAÇÃO ENVIADA EM PLANILHA;CARTA ENVIADA;07/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
